Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
"","Grembiule rituale","XVII-XVIII secolo","osso","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/961_Hr_05_1CAC.jpg"
"","Phur-pa (pugnale rituale)","XVII secolo","legno con oro freddo e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/962_Hr_06_31E8.jpg"
"","Due samurai"," metà XVIII secolo","silografia su carta - benizuri-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/963_01.JPG"
"","Due samurai esaminano un ramo","prima metà XIX sec.","silografia su carta - nishiki-e (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/964_10.JPG"
"","Donna con la spada","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/965_11.JPG"
"","Osono davanti a una staccionata","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/966_12.1.JPG"
"","Rokusuke (?) che mostra la spada","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/967_12.2.JPG"
"","Danza della volpe","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/968_13.JPG"
"","Kan Shōjō con vestito verde","prima metà XIX sec.","silografia su carta - benizuri-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/972_17.JPG"
"","Spettro di una dama di corte","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/973_18.JPG"
"","Yokambei che solleva una portantina","seconda metà XVIII sec.","silografia su carta - benizuri-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/974_19.JPG"
"","Ritratto di attore allo specchio","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/978_22.JPG"
"","Danshichi Kurōbei si lava con un secchio d'acqua","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/979_23.JPG"
"","Ritratto di un attore allo specchio ","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/980_24.JPG"
"","Personaggio maschile con pupazzo di neve ","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/981_25.JPG"
"","Donna col ricamo di un drago sul kimono","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/982_26.JPG"
"","Oniwakamaru e la carpa gigante","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/983_27.JPG"
"","Combattimento nel palazzo Horyukaku","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/984_28.JPG"
"","Il principe Genji con una scatola di lacca","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/985_29.JPG"
"","Personaggio femminile in un giardino","seconda metà XVIIIsec.","silografia su carta - benizuri-e o sumizuri-e dipinta a mano","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/986_03.JPG"
"","Posa teatrale (mie)","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/987_30.JPG"
"","Okimi davanti ad una casa da tè","prima metà XIX sec.","silografia su carta - tecnica nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/988_31.JPG"
"","Uomo anziano e giovane donna","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/989_32.JPG"
"","Samurai e il mostro del gatto di pietra","terzo quarto XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/990_33.JPG"
"","Sanekama Amigorō (?) con spade"," metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/991_34.JPG"
"","Rasatura della barba","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/992_35.JPG"
"","Scena notturna sotto la pioggia","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/993_36.JPG"
"","Figura che si scalda al fuoco","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/994_37.JPG"
"","Barbiere con i suoi arnesi","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/995_38.JPG"
"","Figura con ventaglio","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/996_39.JPG"
"","Tre attori kabuki attorno ad una portantina","seconda metà XVIII sec.","silografia su carta - nishiki-e con gauffrage","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/997_04.JPG"
"","Donna con ricamo di fenici sul kimono","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/998_40.JPG"
"","Camerini di un teatro kabuki","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/999_41.JPG"
"","Personaggio armato di spada e di faretra","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1000_42.JPG"
"","Soga Gorō che solleva l'armatura","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1001_43.JPG"
"","Personaggio con amuleti sotto rami di ciliegio","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1002_44.JPG"
"","Dama e carpentiere","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1003_45.JPG"
"","Personaggio con un gallo","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1004_46.JPG"
"","Personaggio femminile con pugnale","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1005_47.JPG"
"","Personaggio femminile con lampada","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1006_48.JPG"
"","Personaggio con falcetto","prima metà XIX sec.","silografia su carta rinforzata - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1007_49.JPG"
"","Samurai (?) che brandisce la spada","seconda metà XVIII sec.","silografia su carta - benizuri-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1008_05.JPG"
"","Donna che afferra un personaggio maschile","prima metà XIX sec.","silografia su carta rinforzata - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1009_50.JPG"
"","L'alba di Hakone","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1010_51.JPG"
"","Nobile con ventaglio e geisha","prima metà XIX sec.","silografia su carta rinforzata - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1011_52.JPG"
"","Due samurai","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1012_53.JPG"
"","Scena di combattimento","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1013_54.JPG"
"","Bandito di strada con paesaggio di sfondo","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1014_55.JPG"
"","Samurai e personaggio femminile","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1015_56.JPG"
"","Una nobile dama","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1016_57.JPG"
"","Ōboshi Yuranosuke - capo dei 47 rōnin","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1017_58.JPG"
"","Incontro con uno spettro di donna e il suo neonato"," seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1018_59.JPG"
"","Lotta di Satō Tadanobu","seconda metà XVIII sec.","silografia su carta - benizuri-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1019_06.JPG"
"","Personaggio stante di un trittico","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1020_60.1.JPG"
"","Personaggio seduto di un trittico","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1021_60.2.JPG"
"","Due personaggi femminili di un trittico","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1022_60.3.JPG"
"","Giovane donna che dà il mangime a gallo e gallina","inizio XIX sec.","silografia su carta - nishiki-e e oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1023_61.JPG"
"","Il poeta Narihira durante il viaggio nelle province dell'est","prima metà XIX sec.","silografia su carta sottile - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1024_62.JPG"
"","Due donne e un ragazzo in visita al santuario Temmangū a Kameido","prima metà XIX sec.","silografia su carta - nishiki-e con oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1025_63.JPG"
"","Due donne in un interno","prima metà XIX sec.","silografia su carta - nishiki-e con oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1026_64.JPG"
"","Canarini sul ramo di un susino","primo quarto XIX sec.","silografia su carta - nishiki-e con karazuri e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1027_65.JPG"
"","Paravento a due pannelli - con camelie fiorite e un combattimento di galli","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri e argento (e polvere di ottone?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1028_66.JPG"
"","Bruciaprofumi e rametti di prugno","prima metà XIX sec.","silografia su carta - nishiki-e con oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1029_67.JPG"
"","Cortigiana (?) con pipa in mano","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri - polvere d'oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1030_68.JPG"
"","Traghetto con nuvole e collina sullo sfondo","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri - oro e mica","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1031_69.JPG"
"","Personaggio con spada","prima metà XIX sec.","silografia su carta - benizuri-e (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1032_07.JPG"
"","Attore di bugaku","prima metà XIX sec.","silografia su carta - nishiki-e con oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1033_70.JPG"
"","Giovane donna in danza formale","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri - oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1034_71.JPG"
"","Sennin con gru sotto un prugno fiorito","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri e oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1035_72.JPG"
"","Dama con bambino in riva al fiume","prima metà XIX sec.","silografia su carta - nishiki-e con argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1036_73.JPG"
"","Giovane donna che cavalca un drago e il sole dietro a un pino","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri - oro - argento e rame","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1037_74.JPG"
"","L'attore Ichikawa Danjūrō VII allo specchio","primo quarto XIX sec.","silografia su carta - nishiki-e con oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1038_75.JPG"
"","Cortigiana con lunga pipa e gatto","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri - oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1039_76.JPG"
"","L'attore kabuki Iwai Kumesaburō II","prima metà XIX sec.","silografia su carta - nishiki-e con argento (e scritta in oro?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1040_77.JPG"
"","Busto dell'attore Segawa Kikunojō V","prima metà XIX sec.","silografia su carta - nishiki-e con oro - argento e gauffrage","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1041_78.JPG"
"","Donna in piedi e uomo seduto con pipa e spada","prima metà XIX sec.","silografia su carta - nishiki-e con argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1042_79.JPG"
"","Due guerrieri armati","seconda metà XVIII sec.","silografia su carta - benizuri-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1043_08.JPG"
"","Lo strappo dell'armatura e ritratto di attore","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1044_80.JPG"
"","Natura morta con vaso di adonide e senryō","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri  - oro e urushi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1045_81.JPG"
"","Kamuro seduta su un tappeto a disporre dei rami di prugno","prima metà XIX sec.","silografia su carta - nishiki-e con oro - argento e urushi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1046_82.JPG"
"","Vaso con bonsai - frullino e cucchiaio per la cerimonia del tè","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1047_83.JPG"
"","I prodotti di Shinobazu","prima metà XIX sec.","silografia su carta - nishiki-e con karazuri - oro e argento, pagliuzze di mica - visibili soprattutto sul retro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1048_84.JPG"
"","Due sakazuki con offerte","seconda metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1052_88.JPG"
"","Geisha  con vestito rosso a fiori","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1053_09.JPG"
"","Mattonella con fiori di loto e palmette frastagliate","XVII ","piastrella nella tecnica "cuerda seca"","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1054_33.jpg"
"","Mattonella con cintamani e nuvole","1731 ca. ","pistrella policroma dipinta sotto invetriatura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1055_34.jpg"
"","Piastrella con palmette e rosette","1600 ca. ","piastrella policroma dipinta sotto invetriatura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1056_35.jpg"
"","Mattonella di rivestimento","XVI fine","ceramica","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1057_36.jpg"
"","Brocca con testa di gallo","XIII ","ceramica","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1058_37.jpg"
"","Piatto con foglia e fiori","XVI II metà","ceramica","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1059_38.jpg"
"","Piatto blu e bianco con decorazione polilobata"," ","ceramica","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1060_39.jpg"
"","Piatto bianco con decorazione floreale","XVI ","ceramica","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1061_40.jpg"
"","Piastrella ornamentale quadrata","XIII ","ceramica modellata a stampo e dipinta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1062_12.jpg"
"","Piatto con bordo piatto","XIII-XIV secolo","corpo in "fritta" - decorazione a smalto","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1063_13.jpg"
"","Brocca a testa di gallo ","XIII secolo ","corpo in "fritta" - decorazione a lustro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1064_14.jpg"
"","Modello di una casa","XII-XIII secolo","corpo argilloso - elementi sagomati e modellati in tuttotondo. Invetriatura monocroma turchese","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1065_15.jpg"
